"name","rank","change_in_rank","companyRevenue","companyProfit","companySize"
"Atmos Energy","768","10","[{""revenues"":""3407.5"",""revenuePercentChange"":""20.8""}]","[{""profits"":""665.6"",""profitPercentChange"":""10.7""}]","[{""assets"":""19608.7"",""marketValue"":""16182.8"",""employeeCount"":""4684""}]"
"Selective Insurance Group","769","-8","[{""revenues"":""3379.2"",""revenuePercentChange"":""15.6""}]","[{""profits"":""403.8"",""profitPercentChange"":""63.9""}]","[{""assets"":""10461.4"",""marketValue"":""5391.5"",""employeeCount"":""2440""}]"
"Take-Two Interactive Software","770","-40","[{""revenues"":""3372.8"",""revenuePercentChange"":""9.2""}]","[{""profits"":""588.9"",""profitPercentChange"":""45.6""}]","[{""assets"":""6028.2"",""marketValue"":""17744.1"",""employeeCount"":""6495""}]"
"Boyd Gaming","771","145","[{""revenues"":""3369.8"",""revenuePercentChange"":""54.7""}]","[{""profits"":""463.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""6224.2"",""marketValue"":""7234.0"",""employeeCount"":""15114""}]"
"Plexus","772","-87","[{""revenues"":""3368.9"",""revenuePercentChange"":""-0.6""}]","[{""profits"":""138.9"",""profitPercentChange"":""18.2""}]","[{""assets"":""2461.9"",""marketValue"":""2298.6"",""employeeCount"":""19200""}]"
"ScanSource","773","-118","[{""revenues"":""3364.2"",""revenuePercentChange"":""-6.8""}]","[{""profits"":""10.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""1671.7"",""marketValue"":""890.8"",""employeeCount"":""2200""}]"
"Franchise Group","774","150","[{""revenues"":""3362.7"",""revenuePercentChange"":""56.2""}]","[{""profits"":""363.8"",""profitPercentChange"":""1351.4""}]","[{""assets"":""3913.2"",""marketValue"":""1669.6"",""employeeCount"":""11895""}]"
"NLV Financial","775","48","[{""revenues"":""3350.8"",""revenuePercentChange"":""30.2""}]","[{""profits"":""392.1"",""profitPercentChange"":""102.5""}]","[{""assets"":""41942.4"",""marketValue"":""0.0"",""employeeCount"":""1157""}]"
"CrossAmerica Partners","776","0","[{""revenues"":""3350.5"",""revenuePercentChange"":""87.1""}]","[{""profits"":""21.7"",""profitPercentChange"":""-79.8""}]","[{""assets"":""1270.1"",""marketValue"":""826.5"",""employeeCount"":""2218""}]"
"Mr. Cooper Group","777","15","[{""revenues"":""3344.0"",""revenuePercentChange"":""22.4""}]","[{""profits"":""1454.0"",""profitPercentChange"":""376.7""}]","[{""assets"":""14204.0"",""marketValue"":""3369.4"",""employeeCount"":""8200""}]"
"Fortinet","778","38","[{""revenues"":""3342.2"",""revenuePercentChange"":""28.8""}]","[{""profits"":""606.8"",""profitPercentChange"":""24.2""}]","[{""assets"":""5919.1"",""marketValue"":""54957.1"",""employeeCount"":""10195""}]"
"Brinker International","779","-43","[{""revenues"":""3337.8"",""revenuePercentChange"":""8.4""}]","[{""profits"":""131.6"",""profitPercentChange"":""439.3""}]","[{""assets"":""2274.9"",""marketValue"":""1701.9"",""employeeCount"":""59491""}]"
"Albemarle","780","-57","[{""revenues"":""3328.0"",""revenuePercentChange"":""6.4""}]","[{""profits"":""123.7"",""profitPercentChange"":""-67.1""}]","[{""assets"":""10974.1"",""marketValue"":""25899.4"",""employeeCount"":""6000""}]"
"Peabody Energy","781","-9","[{""revenues"":""3318.3"",""revenuePercentChange"":""15.2""}]","[{""profits"":""360.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""4949.8"",""marketValue"":""3391.5"",""employeeCount"":""4900""}]"
"Light & Wonder","782","12","[{""revenues"":""3310.0"",""revenuePercentChange"":""21.5""}]","[{""profits"":""371.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""7883.0"",""marketValue"":""5679.7"",""employeeCount"":""5600""}]"
"Evercore","783","116","[{""revenues"":""3307.1"",""revenuePercentChange"":""44.7""}]","[{""profits"":""740.1"",""profitPercentChange"":""111.1""}]","[{""assets"":""3802.7"",""marketValue"":""4275.1"",""employeeCount"":""1940""}]"
"Stewart Information Services","784","114","[{""revenues"":""3305.8"",""revenuePercentChange"":""44.5""}]","[{""profits"":""323.2"",""profitPercentChange"":""108.7""}]","[{""assets"":""2813.4"",""marketValue"":""1635.1"",""employeeCount"":""7300""}]"
"Central Garden & Pet","785","19","[{""revenues"":""3303.7"",""revenuePercentChange"":""22.6""}]","[{""profits"":""151.7"",""profitPercentChange"":""25.7""}]","[{""assets"":""3116.7"",""marketValue"":""2286.5"",""employeeCount"":""6750""}]"
"GMS","786","-83","[{""revenues"":""3298.8"",""revenuePercentChange"":""1.8""}]","[{""profits"":""105.6"",""profitPercentChange"":""351.5""}]","[{""assets"":""2483.9"",""marketValue"":""2142.1"",""employeeCount"":""5843""}]"
"H.B. Fuller","787","-1","[{""revenues"":""3278.0"",""revenuePercentChange"":""17.5""}]","[{""profits"":""161.4"",""profitPercentChange"":""30.5""}]","[{""assets"":""4274.5"",""marketValue"":""3505.2"",""employeeCount"":""6500""}]"
"Middleby","788","49","[{""revenues"":""3250.8"",""revenuePercentChange"":""29.3""}]","[{""profits"":""488.5"",""profitPercentChange"":""135.7""}]","[{""assets"":""6383.6"",""marketValue"":""8961.1"",""employeeCount"":""10624""}]"
"Renewable Energy Group","789","139","[{""revenues"":""3244.1"",""revenuePercentChange"":""51.8""}]","[{""profits"":""213.8"",""profitPercentChange"":""74.1""}]","[{""assets"":""2558.9"",""marketValue"":""3056.2"",""employeeCount"":""1196""}]"
"MSC Industrial Direct","790","-78","[{""revenues"":""3243.2"",""revenuePercentChange"":""1.6""}]","[{""profits"":""216.9"",""profitPercentChange"":""-13.6""}]","[{""assets"":""2462.1"",""marketValue"":""4758.3"",""employeeCount"":""6472""}]"
"Vishay Intertechnology","791","49","[{""revenues"":""3240.5"",""revenuePercentChange"":""29.5""}]","[{""profits"":""298.0"",""profitPercentChange"":""142.4""}]","[{""assets"":""3543.3"",""marketValue"":""2840.1"",""employeeCount"":""22800""}]"
"Applied Industrial Technologies","792","-91","[{""revenues"":""3235.9"",""revenuePercentChange"":""-0.3""}]","[{""profits"":""144.8"",""profitPercentChange"":""502.1""}]","[{""assets"":""2271.8"",""marketValue"":""3947.9"",""employeeCount"":""5947""}]"
"Lincoln Electric Holdings","793","16","[{""revenues"":""3234.2"",""revenuePercentChange"":""21.8""}]","[{""profits"":""276.5"",""profitPercentChange"":""34.1""}]","[{""assets"":""2592.3"",""marketValue"":""8079.1"",""employeeCount"":""11000""}]"
"First Horizon","794","-108","[{""revenues"":""3234.0"",""revenuePercentChange"":""-4.6""}]","[{""profits"":""999.0"",""profitPercentChange"":""18.2""}]","[{""assets"":""89092.0"",""marketValue"":""12542.9"",""employeeCount"":""7676""}]"
"Spirit Airlines","795","0","[{""revenues"":""3230.8"",""revenuePercentChange"":""78.5""}]","[{""profits"":""-472.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""8540.0"",""marketValue"":""2375.4"",""employeeCount"":""9823""}]"
"AptarGroup","796","-37","[{""revenues"":""3227.2"",""revenuePercentChange"":""10.2""}]","[{""profits"":""244.1"",""profitPercentChange"":""14.0""}]","[{""assets"":""4141.4"",""marketValue"":""7702.9"",""employeeCount"":""13000""}]"
"Citrix Systems","797","-90","[{""revenues"":""3217.2"",""revenuePercentChange"":""-0.6""}]","[{""profits"":""307.5"",""profitPercentChange"":""-39.0""}]","[{""assets"":""6975.5"",""marketValue"":""12704.6"",""employeeCount"":""9700""}]"
"IDEXX Laboratories","798","2","[{""revenues"":""3215.4"",""revenuePercentChange"":""18.8""}]","[{""profits"":""744.8"",""profitPercentChange"":""28.0""}]","[{""assets"":""2437.2"",""marketValue"":""46089.3"",""employeeCount"":""10350""}]"
"Tetra Tech","799","-51","[{""revenues"":""3213.5"",""revenuePercentChange"":""7.3""}]","[{""profits"":""232.8"",""profitPercentChange"":""33.9""}]","[{""assets"":""2576.6"",""marketValue"":""8906.7"",""employeeCount"":""21000""}]"
"Lyft","800","75","[{""revenues"":""3208.3"",""revenuePercentChange"":""35.7""}]","[{""profits"":""-1009.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""4773.9"",""marketValue"":""13384.6"",""employeeCount"":""4453""}]"
"Gannett","801","-118","[{""revenues"":""3208.1"",""revenuePercentChange"":""-5.8""}]","[{""profits"":""-135.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""2828.1"",""marketValue"":""643.9"",""employeeCount"":""16300""}]"
"ResMed","802","-51","[{""revenues"":""3196.8"",""revenuePercentChange"":""8.1""}]","[{""profits"":""474.5"",""profitPercentChange"":""-23.7""}]","[{""assets"":""4728.1"",""marketValue"":""35463.3"",""employeeCount"":""7970""}]"
"Designer Brands","803","104","[{""revenues"":""3196.6"",""revenuePercentChange"":""43.0""}]","[{""profits"":""154.5"",""profitPercentChange"":""0.0""}]","[{""assets"":""2014.6"",""marketValue"":""991.4"",""employeeCount"":""13500""}]"
"Graham Holdings","804","-36","[{""revenues"":""3186.0"",""revenuePercentChange"":""10.3""}]","[{""profits"":""352.1"",""profitPercentChange"":""17.2""}]","[{""assets"":""7425.5"",""marketValue"":""3000.6"",""employeeCount"":""15048""}]"
"Vroom","805","0","[{""revenues"":""3184.3"",""revenuePercentChange"":""134.5""}]","[{""profits"":""-370.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""2366.8"",""marketValue"":""364.7"",""employeeCount"":""1807""}]"
"Worthington Industries","806","-68","[{""revenues"":""3171.4"",""revenuePercentChange"":""3.7""}]","[{""profits"":""723.8"",""profitPercentChange"":""818.6""}]","[{""assets"":""3373.2"",""marketValue"":""2537.8"",""employeeCount"":""9000""}]"
"Calumet Specialty Products Partners","807","96","[{""revenues"":""3148.0"",""revenuePercentChange"":""38.8""}]","[{""profits"":""-260.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""2127.9"",""marketValue"":""1070.8"",""employeeCount"":""1450""}]"
"Xilinx","808","-92","[{""revenues"":""3147.6"",""revenuePercentChange"":""-0.5""}]","[{""profits"":""646.5"",""profitPercentChange"":""-18.4""}]","[{""assets"":""5519.2"",""marketValue"":""0.0"",""employeeCount"":""4890""}]"
"TransUnion","809","-13","[{""revenues"":""3145.0"",""revenuePercentChange"":""15.8""}]","[{""profits"":""1387.1"",""profitPercentChange"":""304.2""}]","[{""assets"":""12635.0"",""marketValue"":""19882.6"",""employeeCount"":""10200""}]"
"Travel + Leisure","810","112","[{""revenues"":""3134.0"",""revenuePercentChange"":""45.1""}]","[{""profits"":""308.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""6588.0"",""marketValue"":""4966.2"",""employeeCount"":""16800""}]"
"Callaway Golf","811","0","[{""revenues"":""3133.4"",""revenuePercentChange"":""97.1""}]","[{""profits"":""322.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""7747.8"",""marketValue"":""4337.1"",""employeeCount"":""24800""}]"
"Dycom Industries","812","-102","[{""revenues"":""3130.5"",""revenuePercentChange"":""-2.1""}]","[{""profits"":""48.6"",""profitPercentChange"":""41.5""}]","[{""assets"":""2118.2"",""marketValue"":""2821.0"",""employeeCount"":""15024""}]"
"Columbia Sportswear","813","28","[{""revenues"":""3126.4"",""revenuePercentChange"":""25.0""}]","[{""profits"":""354.1"",""profitPercentChange"":""227.8""}]","[{""assets"":""3067.1"",""marketValue"":""5840.4"",""employeeCount"":""8325""}]"
"II-VI","814","54","[{""revenues"":""3105.9"",""revenuePercentChange"":""30.5""}]","[{""profits"":""297.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""6512.7"",""marketValue"":""7708.2"",""employeeCount"":""22961""}]"
"Change Healthcare","815","0","[{""revenues"":""3090.4"",""revenuePercentChange"":""1470.4""}]","[{""profits"":""-112.2"",""profitPercentChange"":""0.0""}]","[{""assets"":""10112.6"",""marketValue"":""6799.3"",""employeeCount"":""15000""}]"
"Grocery Outlet Holding","816","-94","[{""revenues"":""3079.6"",""revenuePercentChange"":""-1.8""}]","[{""profits"":""62.3"",""profitPercentChange"":""-41.6""}]","[{""assets"":""2669.8"",""marketValue"":""3148.0"",""employeeCount"":""875""}]"
"AMC Networks","817","-38","[{""revenues"":""3077.6"",""revenuePercentChange"":""9.3""}]","[{""profits"":""250.6"",""profitPercentChange"":""4.4""}]","[{""assets"":""5748.9"",""marketValue"":""1721.7"",""employeeCount"":""1883""}]"
"Hyster-Yale Materials Handling","818","-36","[{""revenues"":""3075.7"",""revenuePercentChange"":""9.4""}]","[{""profits"":""-173.0"",""profitPercentChange"":""-566.3""}]","[{""assets"":""1970.1"",""marketValue"":""561.2"",""employeeCount"":""8100""}]"
"ChampionX","819","167","[{""revenues"":""3075.0"",""revenuePercentChange"":""61.8""}]","[{""profits"":""113.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""3534.7"",""marketValue"":""4976.7"",""employeeCount"":""7000""}]"
"Comfort Systems USA","820","-44","[{""revenues"":""3073.6"",""revenuePercentChange"":""7.6""}]","[{""profits"":""143.3"",""profitPercentChange"":""-4.5""}]","[{""assets"":""2209.1"",""marketValue"":""3200.5"",""employeeCount"":""13200""}]"
"EQT","821","-82","[{""revenues"":""3064.7"",""revenuePercentChange"":""0.2""}]","[{""profits"":""-1155.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""21607.4"",""marketValue"":""12955.4"",""employeeCount"":""693""}]"
"Brown & Brown","822","-8","[{""revenues"":""3051.4"",""revenuePercentChange"":""16.8""}]","[{""profits"":""587.1"",""profitPercentChange"":""22.2""}]","[{""assets"":""9795.4"",""marketValue"":""20395.7"",""employeeCount"":""12023""}]"
"LGI Homes","823","50","[{""revenues"":""3050.1"",""revenuePercentChange"":""28.8""}]","[{""profits"":""429.6"",""profitPercentChange"":""32.6""}]","[{""assets"":""2351.9"",""marketValue"":""2322.4"",""employeeCount"":""952""}]"
"Hyatt Hotels","824","122","[{""revenues"":""3028.0"",""revenuePercentChange"":""46.6""}]","[{""profits"":""-222.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""12603.0"",""marketValue"":""10498.3"",""employeeCount"":""44000""}]"
"Comerica","825","-96","[{""revenues"":""3024.0"",""revenuePercentChange"":""-2.3""}]","[{""profits"":""1168.0"",""profitPercentChange"":""146.4""}]","[{""assets"":""94616.0"",""marketValue"":""11854.4"",""employeeCount"":""7442""}]"
"Energizer Holdings","826","-51","[{""revenues"":""3021.5"",""revenuePercentChange"":""5.6""}]","[{""profits"":""160.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""5007.5"",""marketValue"":""2191.7"",""employeeCount"":""6000""}]"
"Hill-Rom Holdings","827","-54","[{""revenues"":""3018.7"",""revenuePercentChange"":""4.8""}]","[{""profits"":""248.5"",""profitPercentChange"":""11.4""}]","[{""assets"":""4999.1"",""marketValue"":""0.0"",""employeeCount"":""10000""}]"
"Rackspace Technology","828","-29","[{""revenues"":""3009.5"",""revenuePercentChange"":""11.2""}]","[{""profits"":""-218.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""6328.7"",""marketValue"":""2365.6"",""employeeCount"":""6600""}]"
"Verisk Analytics","829","-41","[{""revenues"":""2998.6"",""revenuePercentChange"":""7.7""}]","[{""profits"":""666.2"",""profitPercentChange"":""-6.5""}]","[{""assets"":""7808.1"",""marketValue"":""34616.2"",""employeeCount"":""9367""}]"
"Spectrum Brands Holdings","830","-209","[{""revenues"":""2998.1"",""revenuePercentChange"":""-24.4""}]","[{""profits"":""189.6"",""profitPercentChange"":""93.9""}]","[{""assets"":""5340.4"",""marketValue"":""3617.6"",""employeeCount"":""12100""}]"
"Euronet Worldwide","831","16","[{""revenues"":""2995.4"",""revenuePercentChange"":""20.7""}]","[{""profits"":""70.7"",""profitPercentChange"":""0.0""}]","[{""assets"":""4744.3"",""marketValue"":""6658.2"",""employeeCount"":""8800""}]"
"TEGNA","832","-76","[{""revenues"":""2991.1"",""revenuePercentChange"":""1.8""}]","[{""profits"":""477.0"",""profitPercentChange"":""-1.2""}]","[{""assets"":""6917.6"",""marketValue"":""4962.6"",""employeeCount"":""6200""}]"
"Vontier","833","-32","[{""revenues"":""2990.7"",""revenuePercentChange"":""10.6""}]","[{""profits"":""413.0"",""profitPercentChange"":""20.8""}]","[{""assets"":""4349.8"",""marketValue"":""4087.8"",""employeeCount"":""8500""}]"
"Cadence Design Systems","834","-29","[{""revenues"":""2988.2"",""revenuePercentChange"":""11.4""}]","[{""profits"":""696.0"",""profitPercentChange"":""17.8""}]","[{""assets"":""4386.3"",""marketValue"":""45781.7"",""employeeCount"":""9298""}]"
"Incyte","835","-28","[{""revenues"":""2986.3"",""revenuePercentChange"":""12.0""}]","[{""profits"":""948.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""4933.4"",""marketValue"":""17577.6"",""employeeCount"":""2094""}]"
"Match Group","836","28","[{""revenues"":""2983.3"",""revenuePercentChange"":""24.8""}]","[{""profits"":""277.7"",""profitPercentChange"":""116.0""}]","[{""assets"":""5063.3"",""marketValue"":""31007.0"",""employeeCount"":""2520""}]"
"Valvoline","837","43","[{""revenues"":""2981.0"",""revenuePercentChange"":""26.7""}]","[{""profits"":""420.0"",""profitPercentChange"":""32.5""}]","[{""assets"":""3191.0"",""marketValue"":""5660.5"",""employeeCount"":""9800""}]"
"EnerSys","838","-107","[{""revenues"":""2977.9"",""revenuePercentChange"":""-3.6""}]","[{""profits"":""143.4"",""profitPercentChange"":""4.6""}]","[{""assets"":""3462.8"",""marketValue"":""3076.0"",""employeeCount"":""11400""}]"
"Avaya Holdings","839","-65","[{""revenues"":""2973.0"",""revenuePercentChange"":""3.5""}]","[{""profits"":""-13.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""5985.0"",""marketValue"":""1076.0"",""employeeCount"":""8063""}]"
"UWM Holdings","840","-311","[{""revenues"":""2970.3"",""revenuePercentChange"":""-39.9""}]","[{""profits"":""98.4"",""profitPercentChange"":""-97.1""}]","[{""assets"":""22528.4"",""marketValue"":""7223.5"",""employeeCount"":""8000""}]"
"Zions Bancorp.","841","-87","[{""revenues"":""2970.0"",""revenuePercentChange"":""1.0""}]","[{""profits"":""1129.0"",""profitPercentChange"":""109.5""}]","[{""assets"":""93200.0"",""marketValue"":""9958.2"",""employeeCount"":""9685""}]"
"Quad/Graphics","842","-96","[{""revenues"":""2960.4"",""revenuePercentChange"":""-1.6""}]","[{""profits"":""37.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""1890.0"",""marketValue"":""388.5"",""employeeCount"":""15100""}]"
"MKS Instruments","843","45","[{""revenues"":""2949.6"",""revenuePercentChange"":""26.6""}]","[{""profits"":""551.4"",""profitPercentChange"":""57.5""}]","[{""assets"":""4540.3"",""marketValue"":""8327.6"",""employeeCount"":""6200""}]"
"Arista Networks","844","45","[{""revenues"":""2948.0"",""revenuePercentChange"":""27.2""}]","[{""profits"":""840.9"",""profitPercentChange"":""32.5""}]","[{""assets"":""5734.4"",""marketValue"":""42773.4"",""employeeCount"":""2993""}]"
"Interactive Brokers Group","845","3","[{""revenues"":""2938.0"",""revenuePercentChange"":""18.5""}]","[{""profits"":""308.0"",""profitPercentChange"":""57.9""}]","[{""assets"":""109113.0"",""marketValue"":""27961.7"",""employeeCount"":""2571""}]"
"Range Resources","846","120","[{""revenues"":""2930.2"",""revenuePercentChange"":""48.8""}]","[{""profits"":""411.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""6660.5"",""marketValue"":""7964.0"",""employeeCount"":""527""}]"
"Atkore","847","0","[{""revenues"":""2928.0"",""revenuePercentChange"":""65.9""}]","[{""profits"":""587.9"",""profitPercentChange"":""286.0""}]","[{""assets"":""2210.1"",""marketValue"":""4415.6"",""employeeCount"":""3700""}]"
"Cheesecake Factory","848","111","[{""revenues"":""2927.5"",""revenuePercentChange"":""47.6""}]","[{""profits"":""72.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""2798.1"",""marketValue"":""2098.6"",""employeeCount"":""45800""}]"
"First Solar","849","-51","[{""revenues"":""2923.4"",""revenuePercentChange"":""7.8""}]","[{""profits"":""468.7"",""profitPercentChange"":""17.7""}]","[{""assets"":""7413.7"",""marketValue"":""8904.4"",""employeeCount"":""4800""}]"
"Bio-Rad Laboratories","850","-21","[{""revenues"":""2922.5"",""revenuePercentChange"":""14.8""}]","[{""profits"":""4245.9"",""profitPercentChange"":""11.6""}]","[{""assets"":""17775.8"",""marketValue"":""16982.2"",""employeeCount"":""7900""}]"
"Cooper Cos.","851","2","[{""revenues"":""2922.5"",""revenuePercentChange"":""20.2""}]","[{""profits"":""2944.7"",""profitPercentChange"":""1135.2""}]","[{""assets"":""9606.2"",""marketValue"":""20587.8"",""employeeCount"":""12000""}]"
"Envista Holdings","852","48","[{""revenues"":""2922.4"",""revenuePercentChange"":""28.1""}]","[{""profits"":""340.5"",""profitPercentChange"":""922.5""}]","[{""assets"":""6574.2"",""marketValue"":""7882.5"",""employeeCount"":""11200""}]"
"Alight","853","0","[{""revenues"":""2915.0"",""revenuePercentChange"":""6.9""}]","[{""profits"":""-60.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""10988.0"",""marketValue"":""5542.2"",""employeeCount"":""16000""}]"
"Newmark Group","854","129","[{""revenues"":""2906.4"",""revenuePercentChange"":""52.6""}]","[{""profits"":""750.7"",""profitPercentChange"":""837.7""}]","[{""assets"":""5216.2"",""marketValue"":""3009.9"",""employeeCount"":""6169""}]"
"PC Connection","855","-38","[{""revenues"":""2892.6"",""revenuePercentChange"":""11.7""}]","[{""profits"":""69.9"",""profitPercentChange"":""25.4""}]","[{""assets"":""1083.4"",""marketValue"":""1375.8"",""employeeCount"":""2542""}]"
"Host Hotels & Resorts","856","0","[{""revenues"":""2890.0"",""revenuePercentChange"":""78.4""}]","[{""profits"":""-11.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""12352.0"",""marketValue"":""13875.9"",""employeeCount"":""160""}]"
"Boston Properties","857","-67","[{""revenues"":""2888.6"",""revenuePercentChange"":""4.4""}]","[{""profits"":""505.2"",""profitPercentChange"":""-42.1""}]","[{""assets"":""22365.3"",""marketValue"":""20179.9"",""employeeCount"":""743""}]"
"Western Midstream Partners","858","-69","[{""revenues"":""2877.2"",""revenuePercentChange"":""3.8""}]","[{""profits"":""916.3"",""profitPercentChange"":""73.9""}]","[{""assets"":""11273.1"",""marketValue"":""10177.4"",""employeeCount"":""1127""}]"
"Magellan Midstream Partners","859","-4","[{""revenues"":""2870.1"",""revenuePercentChange"":""18.2""}]","[{""profits"":""982.0"",""profitPercentChange"":""20.2""}]","[{""assets"":""8030.0"",""marketValue"":""10422.1"",""employeeCount"":""1715""}]"
"Hillenbrand","860","-24","[{""revenues"":""2864.8"",""revenuePercentChange"":""13.8""}]","[{""profits"":""249.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""4014.9"",""marketValue"":""3216.2"",""employeeCount"":""10500""}]"
"Donaldson","861","-40","[{""revenues"":""2853.9"",""revenuePercentChange"":""10.5""}]","[{""profits"":""286.9"",""profitPercentChange"":""11.6""}]","[{""assets"":""2400.2"",""marketValue"":""6416.4"",""employeeCount"":""13100""}]"
"Moog","862","-91","[{""revenues"":""2852.0"",""revenuePercentChange"":""-1.1""}]","[{""profits"":""157.2"",""profitPercentChange"":""1608.0""}]","[{""assets"":""3433.2"",""marketValue"":""2814.6"",""employeeCount"":""14000""}]"
"Hawaiian Electric Industries","863","-41","[{""revenues"":""2850.4"",""revenuePercentChange"":""10.5""}]","[{""profits"":""246.2"",""profitPercentChange"":""24.4""}]","[{""assets"":""15822.6"",""marketValue"":""4630.0"",""employeeCount"":""3623""}]"
"Five Below","864","105","[{""revenues"":""2848.4"",""revenuePercentChange"":""45.2""}]","[{""profits"":""278.8"",""profitPercentChange"":""126.0""}]","[{""assets"":""2880.5"",""marketValue"":""8825.0"",""employeeCount"":""13150""}]"
"Twilio","865","0","[{""revenues"":""2841.8"",""revenuePercentChange"":""61.3""}]","[{""profits"":""-949.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""12998.6"",""marketValue"":""29916.9"",""employeeCount"":""7867""}]"
"Univision Communciations","866","-36","[{""revenues"":""2841.0"",""revenuePercentChange"":""11.8""}]","[{""profits"":""133.7"",""profitPercentChange"":""0.0""}]","[{""assets"":""14055.4"",""marketValue"":""0.0"",""employeeCount"":""0""}]"
"Annaly Capital Management","867","0","[{""revenues"":""2836.2"",""revenuePercentChange"":""1188.5""}]","[{""profits"":""2389.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""76764.1"",""marketValue"":""10281.0"",""employeeCount"":""171""}]"
"Fleetcor Technologies","868","-3","[{""revenues"":""2833.7"",""revenuePercentChange"":""18.6""}]","[{""profits"":""839.5"",""profitPercentChange"":""19.2""}]","[{""assets"":""13404.7"",""marketValue"":""19398.4"",""employeeCount"":""9700""}]"
"West Pharmaceutical Services","869","56","[{""revenues"":""2831.6"",""revenuePercentChange"":""31.9""}]","[{""profits"":""661.8"",""profitPercentChange"":""91.2""}]","[{""assets"":""3313.8"",""marketValue"":""30508.2"",""employeeCount"":""10065""}]"
"Green Plains","870","107","[{""revenues"":""2827.2"",""revenuePercentChange"":""47.0""}]","[{""profits"":""-66.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""2159.8"",""marketValue"":""1662.5"",""employeeCount"":""859""}]"
"Cracker Barrel Old Country Store","871","-38","[{""revenues"":""2821.4"",""revenuePercentChange"":""11.8""}]","[{""profits"":""254.5"",""profitPercentChange"":""0.0""}]","[{""assets"":""2391.7"",""marketValue"":""2757.6"",""employeeCount"":""70000""}]"
"Virtu Financial","872","-168","[{""revenues"":""2811.5"",""revenuePercentChange"":""-13.2""}]","[{""profits"":""476.9"",""profitPercentChange"":""-26.5""}]","[{""assets"":""10320.0"",""marketValue"":""6622.1"",""employeeCount"":""973""}]"
"Teleflex","873","-41","[{""revenues"":""2809.6"",""revenuePercentChange"":""10.7""}]","[{""profits"":""485.4"",""profitPercentChange"":""44.7""}]","[{""assets"":""6871.7"",""marketValue"":""16642.1"",""employeeCount"":""14000""}]"
"Zynga","874","89","[{""revenues"":""2800.5"",""revenuePercentChange"":""41.8""}]","[{""profits"":""-104.2"",""profitPercentChange"":""0.0""}]","[{""assets"":""6358.9"",""marketValue"":""10463.5"",""employeeCount"":""2952""}]"
"ATI","875","-126","[{""revenues"":""2799.8"",""revenuePercentChange"":""-6.1""}]","[{""profits"":""-38.2"",""profitPercentChange"":""0.0""}]","[{""assets"":""4285.2"",""marketValue"":""3350.8"",""employeeCount"":""6300""}]"
"AppLovin","876","0","[{""revenues"":""2793.1"",""revenuePercentChange"":""92.5""}]","[{""profits"":""35.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""6163.6"",""marketValue"":""20696.8"",""employeeCount"":""1594""}]"
"Waters","877","-3","[{""revenues"":""2785.9"",""revenuePercentChange"":""17.8""}]","[{""profits"":""692.8"",""profitPercentChange"":""32.8""}]","[{""assets"":""3094.9"",""marketValue"":""18783.4"",""employeeCount"":""7800""}]"
"Mutual of America Life Insurance","878","0","[{""revenues"":""2784.8"",""revenuePercentChange"":""83.6""}]","[{""profits"":""50.7"",""profitPercentChange"":""0.0""}]","[{""assets"":""28325.2"",""marketValue"":""0.0"",""employeeCount"":""1146""}]"
"Hovnanian Enterprises","879","6","[{""revenues"":""2782.9"",""revenuePercentChange"":""18.7""}]","[{""profits"":""607.8"",""profitPercentChange"":""1093.5""}]","[{""assets"":""2320.5"",""marketValue"":""371.9"",""employeeCount"":""1784""}]"
"Amica Mutual Insurance","880","-87","[{""revenues"":""2777.9"",""revenuePercentChange"":""1.8""}]","[{""profits"":""117.1"",""profitPercentChange"":""-36.3""}]","[{""assets"":""6937.3"",""marketValue"":""0.0"",""employeeCount"":""3510""}]"
